Timestamp,Device Name,Traffic Volume (MB/s),Latency (ms),Bandwidth Allocated (MB/s),Bandwidth Used (MB/s),Date,total_avg_app_traffic,total_peak_app_traffic,total_logins,total_peak_user_usage,Event,Impact,Num_Config_Changes,Congestion Flag
2025-06-01 00:00:00,Router_A,27.03,10.0,100,28.11,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 00:00:00,Router_B,23.45,13.31,100,25.34,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 00:00:00,Router_C,21.66,16.97,100,22.5,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 01:00:00,Router_A,22.92,13.99,100,22.08,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 01:00:00,Router_B,24.22,24.95,100,24.01,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 01:00:00,Router_C,21.79,29.28,100,23.21,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 02:00:00,Router_A,17.73,10.0,100,17.03,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 02:00:00,Router_B,16.33,16.99,100,16.3,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 02:00:00,Router_C,15.74,22.29,100,16.6,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 03:00:00,Router_A,27.24,22.9,100,28.82,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 03:00:00,Router_B,17.94,13.47,100,17.76,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 03:00:00,Router_C,6.02,11.78,100,6.36,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 04:00:00,Router_A,22.1,12.7,100,22.26,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 04:00:00,Router_B,17.84,13.41,100,17.62,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 04:00:00,Router_C,19.01,17.11,100,18.54,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 05:00:00,Router_A,19.64,15.27,100,19.1,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 05:00:00,Router_B,29.99,18.82,100,29.6,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 05:00:00,Router_C,20.9,21.89,100,22.16,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 06:00:00,Router_A,23.55,21.27,100,25.28,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 06:00:00,Router_B,18.4,12.66,100,19.32,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 06:00:00,Router_C,27.63,13.38,100,30.15,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 07:00:00,Router_A,36.82,19.56,100,36.39,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 07:00:00,Router_B,12.57,23.7,100,12.25,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 07:00:00,Router_C,23.93,18.84,100,24.64,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 08:00:00,Router_A,7.54,19.13,100,7.55,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 08:00:00,Router_B,20.97,10.0,100,20.55,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 08:00:00,Router_C,5.72,23.33,100,5.5,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 09:00:00,Router_A,18.41,23.58,100,19.14,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 09:00:00,Router_B,22.16,17.52,100,23.36,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 09:00:00,Router_C,17.14,16.27,100,16.82,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 10:00:00,Router_A,18.08,19.89,100,17.81,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 10:00:00,Router_B,26.79,23.56,100,25.81,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 10:00:00,Router_C,7.44,10.0,100,7.22,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 11:00:00,Router_A,23.82,16.18,100,25.93,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 11:00:00,Router_B,13.96,16.21,100,13.84,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 11:00:00,Router_C,29.15,16.01,100,30.77,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 12:00:00,Router_A,32.21,17.33,100,34.79,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 12:00:00,Router_B,13.41,16.12,100,13.98,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 12:00:00,Router_C,12.15,28.85,100,11.79,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 13:00:00,Router_A,15.34,23.25,100,16.85,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 13:00:00,Router_B,40.95,22.45,100,44.23,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 13:00:00,Router_C,33.08,17.5,100,36.02,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 14:00:00,Router_A,6.69,21.41,100,6.55,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 14:00:00,Router_B,15.46,21.81,100,14.86,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 14:00:00,Router_C,11.21,20.22,100,12.01,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 15:00:00,Router_A,15.71,19.54,100,16.93,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 15:00:00,Router_B,20.39,20.61,100,19.39,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 15:00:00,Router_C,30.45,13.7,100,28.94,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 16:00:00,Router_A,21.95,25.72,100,21.19,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 16:00:00,Router_B,21.26,15.14,100,23.25,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 16:00:00,Router_C,15.87,20.37,100,15.09,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 17:00:00,Router_A,23.71,17.41,100,25.28,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 17:00:00,Router_B,22.28,21.13,100,21.89,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 17:00:00,Router_C,31.74,23.9,100,31.15,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 18:00:00,Router_A,61.38,22.36,100,61.53,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 18:00:00,Router_B,19.23,21.9,100,19.07,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 18:00:00,Router_C,30.35,12.57,100,31.45,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 19:00:00,Router_A,26.26,21.56,100,25.28,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 19:00:00,Router_B,44.56,23.1,100,46.32,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 19:00:00,Router_C,21.79,20.32,100,21.1,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 20:00:00,Router_A,20.41,17.48,100,19.55,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 20:00:00,Router_B,24.98,17.61,100,26.8,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 20:00:00,Router_C,32.61,28.02,100,32.07,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 21:00:00,Router_A,29.06,14.87,100,31.31,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 21:00:00,Router_B,43.01,10.45,100,42.1,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 21:00:00,Router_C,34.1,19.76,100,37.19,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 22:00:00,Router_A,37.51,23.8,100,40.62,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 22:00:00,Router_B,41.63,24.02,100,41.8,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 22:00:00,Router_C,34.01,13.85,100,32.74,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 23:00:00,Router_A,27.0,14.53,100,29.21,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 23:00:00,Router_B,21.84,16.38,100,21.64,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-01 23:00:00,Router_C,16.71,15.92,100,18.32,2025-06-01,333.72,898.38,7,52.54,None,None,0.0,No
2025-06-02 00:00:00,Router_A,17.12,16.38,100,16.5,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 00:00:00,Router_B,20.86,14.37,100,22.79,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 00:00:00,Router_C,13.04,14.93,100,12.71,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 01:00:00,Router_A,17.09,13.49,100,17.19,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 01:00:00,Router_B,22.0,19.18,100,24.17,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 01:00:00,Router_C,24.43,20.97,100,24.8,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 02:00:00,Router_A,18.44,15.85,100,20.21,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 02:00:00,Router_B,10.75,19.36,100,11.23,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 02:00:00,Router_C,20.47,16.36,100,21.11,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 03:00:00,Router_A,12.21,21.02,100,12.55,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 03:00:00,Router_B,20.81,11.33,100,20.83,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 03:00:00,Router_C,26.44,16.41,100,27.58,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 04:00:00,Router_A,10.59,10.0,100,11.45,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 04:00:00,Router_B,19.32,26.57,100,20.66,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 04:00:00,Router_C,30.47,15.04,100,30.71,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 05:00:00,Router_A,19.42,11.52,100,21.12,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 05:00:00,Router_B,20.09,21.86,100,19.26,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 05:00:00,Router_C,20.36,22.53,100,19.74,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 06:00:00,Router_A,10.29,19.22,100,11.32,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 06:00:00,Router_B,26.76,14.09,100,29.43,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 06:00:00,Router_C,26.07,21.64,100,25.25,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 07:00:00,Router_A,31.28,12.35,100,33.73,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 07:00:00,Router_B,9.74,16.85,100,10.45,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 07:00:00,Router_C,10.41,14.42,100,11.05,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 08:00:00,Router_A,22.14,26.78,100,22.99,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 08:00:00,Router_B,29.26,28.37,100,31.5,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 08:00:00,Router_C,27.2,23.4,100,26.72,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 09:00:00,Router_A,72.1,29.35,100,70.04,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 09:00:00,Router_B,29.99,29.6,100,30.54,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 09:00:00,Router_C,45.9,32.43,100,50.27,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 10:00:00,Router_A,65.11,33.79,100,71.21,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 10:00:00,Router_B,95.79,29.89,100,96.79,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,Yes
2025-06-02 10:00:00,Router_C,79.21,34.71,100,83.66,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 11:00:00,Router_A,93.5,31.77,100,97.74,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,Yes
2025-06-02 11:00:00,Router_B,79.19,28.79,100,86.13,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,Yes
2025-06-02 11:00:00,Router_C,72.17,41.39,100,69.12,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
2025-06-02 12:00:00,Router_A,34.03,17.21,100,36.99,2025-06-02,481.52,1370.27,13,119.97999999999999,None,None,0.0,No
